time,wind_speed,temp_air,ghi,dhi
2019-01-13 18:00:00+00:00,1.9094509,-4.7513123,-3.4722223e-05,0.0
2019-01-13 19:00:00+00:00,2.0458486,-5.273407,-3.4722223e-05,0.0
2019-01-13 20:00:00+00:00,1.9567956,-6.108124,-3.4722223e-05,0.0
2019-01-13 21:00:00+00:00,1.9882202,-6.475189,-3.4722223e-05,0.0
2019-01-13 22:00:00+00:00,2.0778997,-6.833374,-3.4722223e-05,0.0
2019-01-13 23:00:00+00:00,2.0543096,-7.591522,-3.4722223e-05,0.0
2019-01-14 00:00:00+00:00,2.109022,-8.50473,-3.4722223e-05,0.0
2019-01-14 01:00:00+00:00,1.8966998,-8.488892,-3.4722223e-05,0.0
2019-01-14 02:00:00+00:00,2.1282878,-8.228149,-3.4722223e-05,0.0
2019-01-14 03:00:00+00:00,1.9975588,-7.91745,-3.4722223e-05,0.0
2019-01-14 04:00:00+00:00,1.8052678,-7.676941,-3.4722223e-05,0.0
2019-01-14 05:00:00+00:00,2.4022443,-7.187134,-3.4722223e-05,0.0
2019-01-14 06:00:00+00:00,2.328369,-5.4898376,-3.4722223e-05,0.0
2019-01-14 07:00:00+00:00,3.3240738,-3.979889,28.663958,27.031979
2019-01-14 08:00:00+00:00,3.4704607,-2.442688,114.29031,99.73334
2019-01-14 09:00:00+00:00,3.730856,-1.3440857,188.97424,151.10463
2019-01-14 10:00:00+00:00,3.6103704,-0.47836304,188.6789,158.05205
2019-01-14 11:00:00+00:00,4.303721,0.8246765,297.72305,154.48793
2019-01-14 12:00:00+00:00,3.8143415,1.8916321,321.38,142.40756
2019-01-14 13:00:00+00:00,3.6589682,2.4352722,290.53595,76.68388
2019-01-14 14:00:00+00:00,3.7128253,1.8188782,170.64784,59.790726
2019-01-14 15:00:00+00:00,3.449699,1.0240173,38.0733,20.883682
2019-01-14 16:00:00+00:00,2.7639077,-0.38723755,-3.4722223e-05,0.0
2019-01-14 17:00:00+00:00,2.5879877,-1.0789185,-3.4722223e-05,0.0
