time,MM,DD,HH,temp_air,P,WR,wind_speed,N,x,dirhi,dhi,A,E,ghi
2011-10-11 11:00:00+00:00,10,11,13,11.4,101600,23,3.2,6,5.2,0,139,284,-371,139
2011-10-11 12:00:00+00:00,10,11,14,11.3,101600,15,3.3,6,5.3,0,122,303,-375,122
2011-10-11 13:00:00+00:00,10,11,15,11.1,101600,15,3.5,5,5.3,24,154,299,-375,178
2011-10-11 14:00:00+00:00,10,11,16,11.3,101600,19,4.1,4,5.3,45,114,290,-371,159
2011-10-11 15:00:00+00:00,10,11,17,10.4,101600,25,4.0,5,5.4,11,50,289,-363,61
2011-10-11 16:00:00+00:00,10,11,18,9.4,101600,28,3.1,3,5.3,0,1,281,-353,1
2011-10-11 17:00:00+00:00,10,11,19,8.4,101700,31,3.2,1,5.2,0,0,260,-345,0
2011-10-11 18:00:00+00:00,10,11,20,7.4,101700,33,2.8,1,4.9,0,0,244,-340,0
2011-10-11 19:00:00+00:00,10,11,21,6.5,101800,32,2.6,0,4.7,0,0,235,-337,0
2011-10-11 20:00:00+00:00,10,11,22,5.7,101900,33,2.5,0,4.6,0,0,237,-334,0
2011-10-11 21:00:00+00:00,10,11,23,6.2,102000,69,2.8,1,5.0,0,0,239,-331,0
2011-10-11 22:00:00+00:00,10,11,24,7.1,102000,120,3.4,2,5.6,0,0,233,-328,0
2011-10-11 23:00:00+00:00,10,12,1,8.3,99800,178,4.1,3,6.2,0,0,329,-362,0
2011-10-12 00:00:00+00:00,10,12,2,9.2,99900,224,4.6,4,6.6,0,0,315,-362,0
2011-10-12 01:00:00+00:00,10,12,3,9.9,99900,252,4.9,5,6.8,0,0,301,-362,0
2011-10-12 02:00:00+00:00,10,12,4,9.5,99900,244,4.8,6,6.5,0,0,298,-360,0
2011-10-12 03:00:00+00:00,10,12,5,9.5,99800,241,4.9,6,6.5,0,0,316,-357,0
2011-10-12 04:00:00+00:00,10,12,6,9.1,99800,228,4.8,8,6.2,0,0,329,-353,0
2011-10-12 05:00:00+00:00,10,12,7,9.3,99800,229,4.3,6,6.0,0,7,322,-350,7
2011-10-12 06:00:00+00:00,10,12,8,9.2,99700,206,4.2,5,6.0,50,52,305,-351,102
2011-10-12 07:00:00+00:00,10,12,9,10.1,99700,218,5.7,5,6.1,53,111,300,-354,164
2011-10-12 08:00:00+00:00,10,12,10,9.4,99700,269,5.6,6,6.1,32,158,304,-358,190
2011-10-12 09:00:00+00:00,10,12,11,10.4,99700,252,5.5,3,6.3,175,191,295,-363,366
2011-10-12 10:00:00+00:00,10,12,12,10.9,99700,257,6.6,4,6.2,137,223,288,-369,360
2011-10-12 11:00:00+00:00,10,12,13,11.2,99700,255,6.4,6,5.9,59,210,304,-370,269
2011-10-12 12:00:00+00:00,10,12,14,11.4,99700,280,6.5,7,5.8,31,179,319,-372,210
2011-10-12 13:00:00+00:00,10,12,15,11.9,99700,266,6.7,6,5.7,45,154,318,-372,199
2011-10-12 14:00:00+00:00,10,12,16,11.5,99700,254,3.7,8,5.7,8,92,322,-366,100
2011-10-12 15:00:00+00:00,10,12,17,8.5,99700,256,3.3,7,5.9,0,29,320,-360,29
2011-10-12 16:00:00+00:00,10,12,18,9.0,99800,274,3.2,7,6.2,0,0,313,-355,0
2011-10-12 17:00:00+00:00,10,12,19,8.1,99900,251,2.9,7,6.2,0,0,313,-352,0
2011-10-12 18:00:00+00:00,10,12,20,8.1,100000,257,4.1,7,6.0,0,0,312,-351,0
2011-10-12 19:00:00+00:00,10,12,21,7.5,100100,277,3.9,6,5.9,0,0,310,-351,0
2011-10-12 20:00:00+00:00,10,12,22,7.6,100200,272,4.0,7,6.0,0,0,311,-352,0
2011-10-12 21:00:00+00:00,10,12,23,7.6,100300,279,3.5,8,6.1,0,0,323,-353,0
2011-10-12 22:00:00+00:00,10,12,24,7.4,100400,269,3.5,7,6.0,0,0,323,-352,0
2011-10-12 23:00:00+00:00,10,13,1,6.8,100400,274,3.9,7,5.9,0,0,318,-352,0
2011-10-13 00:00:00+00:00,10,13,2,7.0,100500,275,5.1,7,5.8,0,0,318,-351,0
2011-10-13 01:00:00+00:00,10,13,3,6.6,100500,273,4.3,7,5.7,0,0,318,-351,0
2011-10-13 02:00:00+00:00,10,13,4,7.0,100600,273,4.5,7,5.7,0,0,318,-352,0
2011-10-13 03:00:00+00:00,10,13,5,7.3,100600,272,3.9,8,5.8,0,0,323,-352,0
2011-10-13 04:00:00+00:00,10,13,6,7.7,100700,280,3.5,8,6.0,0,0,328,-351,0
2011-10-13 05:00:00+00:00,10,13,7,7.9,100800,277,4.6,7,6.2,0,2,325,-347,2
2011-10-13 06:00:00+00:00,10,13,8,8.3,100900,270,4.7,6,6.2,35,35,316,-343,70
2011-10-13 07:00:00+00:00,10,13,9,8.9,101000,273,6.0,5,6.2,108,69,308,-344,177
2011-10-13 08:00:00+00:00,10,13,10,9.7,101000,282,5.4,5,6.2,168,103,303,-350,271
2011-10-13 09:00:00+00:00,10,13,11,10.9,101100,278,5.6,5,6.2,144,153,303,-360,297
2011-10-13 10:00:00+00:00,10,13,12,12.1,101200,282,5.9,5,6.1,55,186,303,-370,241
2011-10-13 11:00:00+00:00,10,13,13,12.6,101200,291,5.0,5,6.0,61,180,303,-378,241
2011-10-13 12:00:00+00:00,10,13,14,12.3,101200,293,4.6,5,5.7,49,159,303,-382,208
2011-10-13 13:00:00+00:00,10,13,15,12.4,101200,292,4.4,6,5.6,48,131,307,-380,179
2011-10-13 14:00:00+00:00,10,13,16,12.2,101300,278,4.7,6,5.6,12,86,313,-376,98
2011-10-13 15:00:00+00:00,10,13,17,11.7,101300,290,4.4,5,5.8,0,32,310,-371,32
2011-10-13 16:00:00+00:00,10,13,18,10.2,101400,256,3.6,5,6.2,0,2,304,-364,2
2011-10-13 17:00:00+00:00,10,13,19,9.3,101400,220,2.5,3,6.2,0,0,292,-358,0
2011-10-13 18:00:00+00:00,10,13,20,8.4,101400,214,2.3,1,6.1,0,0,272,-353,0
2011-10-13 19:00:00+00:00,10,13,21,8.1,101400,201,2.4,1,6.0,0,0,262,-351,0
2011-10-13 20:00:00+00:00,10,13,22,7.6,101400,191,2.7,2,5.9,0,0,267,-350,0
2011-10-13 21:00:00+00:00,10,13,23,7.3,101400,195,2.6,3,5.7,0,0,278,-350,0
2011-10-13 22:00:00+00:00,10,13,24,7.8,101400,206,3.3,6,5.7,0,0,296,-349,0
2011-10-13 23:00:00+00:00,10,14,1,8.1,101300,206,3.4,7,5.7,0,0,314,-349,0
2011-10-14 00:00:00+00:00,10,14,2,8.2,101300,197,3.3,8,5.7,0,0,325,-349,0
2011-10-14 01:00:00+00:00,10,14,3,8.3,101200,198,3.5,8,5.9,0,0,332,-349,0
2011-10-14 02:00:00+00:00,10,14,4,8.2,101100,190,4.0,5,6.0,0,0,323,-350,0
2011-10-14 03:00:00+00:00,10,14,5,8.6,101000,194,3.8,4,5.9,0,0,308,-352,0
2011-10-14 04:00:00+00:00,10,14,6,8.8,101000,199,3.8,6,5.9,0,0,315,-353,0
2011-10-14 05:00:00+00:00,10,14,7,9.4,100900,209,4.3,7,6.1,0,0,332,-354,0
2011-10-14 06:00:00+00:00,10,14,8,9.6,100900,207,5.0,8,6.4,0,34,347,-355,34
2011-10-14 07:00:00+00:00,10,14,9,10.2,100900,209,5.2,8,6.8,0,70,356,-357,70
2011-10-14 08:00:00+00:00,10,14,10,10.4,100900,208,5.1,7,7.1,0,79,353,-359,79
2011-10-14 09:00:00+00:00,10,14,11,11.0,100900,209,4.6,8,7.3,0,53,355,-362,53
2011-10-14 10:00:00+00:00,10,14,12,11.6,100800,209,5.0,7,7.6,0,92,359,-365,92
2011-10-14 11:00:00+00:00,10,14,13,13.1,100800,219,5.6,8,8.0,0,125,364,-369,125
2011-10-14 12:00:00+00:00,10,14,14,14.0,100800,213,4.8,8,8.3,0,78,373,-374,78
2011-10-14 13:00:00+00:00,10,14,15,14.6,100700,222,5.8,8,8.5,0,40,376,-378,40
2011-10-14 14:00:00+00:00,10,14,16,13.9,100700,216,5.7,8,8.8,0,31,377,-379,31
2011-10-14 15:00:00+00:00,10,14,17,13.9,100700,222,5.9,8,9.1,0,22,376,-378,22
2011-10-14 16:00:00+00:00,10,14,18,14.3,100700,228,6.1,8,9.1,0,0,377,-378,0
2011-10-14 17:00:00+00:00,10,14,19,14.7,100700,235,5.5,8,9.1,0,0,378,-379,0
2011-10-14 18:00:00+00:00,10,14,20,14.6,100800,231,5.5,8,9.1,0,0,379,-380,0
2011-10-14 19:00:00+00:00,10,14,21,14.3,100800,232,5.3,8,9.2,0,0,378,-381,0
2011-10-14 20:00:00+00:00,10,14,22,14.2,100900,269,4.9,7,9.5,0,0,372,-381,0
2011-10-14 21:00:00+00:00,10,14,23,13.3,101000,294,4.1,7,9.0,0,0,363,-381,0
2011-10-14 22:00:00+00:00,10,14,24,12.1,101100,286,4.0,5,8.1,0,0,345,-381,0
2011-10-14 23:00:00+00:00,10,15,1,11.8,101100,280,4.3,4,7.6,0,0,325,-380,0
2011-10-15 00:00:00+00:00,10,15,2,11.3,101200,280,4.5,5,7.4,0,0,321,-378,0
2011-10-15 01:00:00+00:00,10,15,3,10.9,101300,276,4.4,4,7.2,0,0,316,-374,0
2011-10-15 02:00:00+00:00,10,15,4,9.6,101300,268,3.9,2,6.8,0,0,292,-367,0
2011-10-15 03:00:00+00:00,10,15,5,8.2,101400,255,3.7,1,6.4,0,0,264,-361,0
2011-10-15 04:00:00+00:00,10,15,6,8.6,101400,242,3.9,1,6.3,0,0,254,-357,0
2011-10-15 05:00:00+00:00,10,15,7,8.0,101400,246,3.6,1,6.3,0,3,249,-351,3
2011-10-15 06:00:00+00:00,10,15,8,8.8,101400,248,3.6,2,6.3,58,40,254,-348,98
2011-10-15 07:00:00+00:00,10,15,9,10.2,101400,248,3.9,2,6.5,182,61,263,-350,243
2011-10-15 08:00:00+00:00,10,15,10,11.2,101500,251,5.5,1,6.6,311,62,259,-357,373
2011-10-15 09:00:00+00:00,10,15,11,12.8,101400,263,6.2,1,6.6,396,64,257,-367,460
2011-10-15 10:00:00+00:00,10,15,12,13.3,101400,257,7.9,3,6.5,166,186,275,-377,352
2011-10-15 11:00:00+00:00,10,15,13,13.6,101400,259,6.9,4,6.2,72,190,296,-384,262
2011-10-15 12:00:00+00:00,10,15,14,14.3,101300,264,7.1,6,5.9,40,161,317,-388,201
2011-10-15 13:00:00+00:00,10,15,15,14.1,101300,264,5.5,7,5.8,6,111,335,-387,117
2011-10-15 14:00:00+00:00,10,15,16,13.8,101200,263,4.8,7,5.9,2,71,341,-382,73
2011-10-15 15:00:00+00:00,10,15,17,13.2,101200,263,4.3,7,6.1,3,35,340,-374,38
2011-10-15 16:00:00+00:00,10,15,18,12.6,101200,261,5.0,5,6.2,0,0,326,-365,0
2011-10-15 17:00:00+00:00,10,15,19,11.5,101200,269,4.7,4,6.1,0,0,305,-357,0
2011-10-15 18:00:00+00:00,10,15,20,11.5,101300,276,5.4,3,5.8,0,0,290,-352,0
2011-10-15 19:00:00+00:00,10,15,21,10.9,101300,269,5.1,2,5.6,0,0,278,-349,0
2011-10-15 20:00:00+00:00,10,15,22,10.0,101400,279,3.6,3,5.7,0,0,276,-346,0
2011-10-15 21:00:00+00:00,10,15,23,8.7,101400,267,3.8,3,5.7,0,0,278,-343,0
2011-10-15 22:00:00+00:00,10,15,24,8.9,101500,264,4.1,1,5.6,0,0,264,-341,0
2011-10-15 23:00:00+00:00,10,16,1,8.4,101500,275,4.0,0,5.6,0,0,245,-340,0
2011-10-16 00:00:00+00:00,10,16,2,8.1,101600,271,3.8,0,5.6,0,0,236,-338,0
2011-10-16 01:00:00+00:00,10,16,3,7.7,101600,271,3.5,1,5.6,0,0,240,-337,0
2011-10-16 02:00:00+00:00,10,16,4,6.1,101700,270,3.1,1,5.4,0,0,240,-335,0
2011-10-16 03:00:00+00:00,10,16,5,6.5,101700,270,3.0,3,5.4,0,0,247,-334,0
2011-10-16 04:00:00+00:00,10,16,6,6.6,101700,274,2.8,4,5.5,0,0,261,-333,0
2011-10-16 05:00:00+00:00,10,16,7,6.6,101800,269,2.9,6,5.5,0,0,277,-332,0
2011-10-16 06:00:00+00:00,10,16,8,7.2,101800,270,2.9,7,5.6,16,37,296,-332,53
2011-10-16 07:00:00+00:00,10,16,9,8.1,101800,260,2.6,6,5.9,47,94,301,-336,141
2011-10-16 08:00:00+00:00,10,16,10,9.6,101900,254,2.8,5,6.0,148,126,292,-344,274
2011-10-16 09:00:00+00:00,10,16,11,10.7,101900,242,2.9,5,5.9,205,150,290,-355,355
2011-10-16 10:00:00+00:00,10,16,12,11.4,101800,247,3.1,6,5.5,166,188,298,-367,354
2011-10-16 11:00:00+00:00,10,16,13,12.4,101800,242,2.9,6,5.2,157,190,306,-375,347
2011-10-16 12:00:00+00:00,10,16,14,12.7,101700,205,2.8,5,5.0,157,166,302,-379,323
2011-10-16 13:00:00+00:00,10,16,15,12.8,101600,191,3.3,4,4.9,121,134,290,-380,255
2011-10-16 14:00:00+00:00,10,16,16,12.7,101500,192,3.8,4,4.9,71,91,285,-376,162
2011-10-16 15:00:00+00:00,10,16,17,11.9,101400,183,2.6,7,5.1,13,39,303,-371,52
2011-10-16 16:00:00+00:00,10,16,18,11.0,101300,159,2.3,6,5.3,0,2,313,-364,2
2011-10-16 17:00:00+00:00,10,16,19,10.2,101300,160,2.9,5,5.5,0,0,302,-358,0
2011-10-16 18:00:00+00:00,10,16,20,9.8,101200,155,3.1,4,5.6,0,0,293,-355,0
2011-10-16 19:00:00+00:00,10,16,21,9.8,101100,156,3.5,4,5.6,0,0,288,-353,0
2011-10-16 20:00:00+00:00,10,16,22,9.6,101000,178,4.1,4,5.6,0,0,289,-353,0
2011-10-16 21:00:00+00:00,10,16,23,10.4,100900,197,4.0,5,5.7,0,0,296,-354,0
2011-10-16 22:00:00+00:00,10,16,24,10.9,100800,202,3.4,7,6.0,0,0,315,-356,0
2011-10-16 23:00:00+00:00,10,17,1,11.4,100800,214,4.1,8,6.4,0,0,334,-358,0
2011-10-17 00:00:00+00:00,10,17,2,11.9,100700,200,3.9,8,6.9,0,0,341,-359,0
2011-10-17 01:00:00+00:00,10,17,3,13.0,100600,208,4.3,8,7.3,0,0,345,-360,0
2011-10-17 02:00:00+00:00,10,17,4,13.5,100500,212,4.8,8,7.7,0,0,349,-362,0
2011-10-17 03:00:00+00:00,10,17,5,13.8,100400,196,4.1,6,8.0,0,0,342,-365,0
2011-10-17 04:00:00+00:00,10,17,6,13.3,100400,194,4.2,5,8.1,0,0,328,-367,0
2011-10-17 05:00:00+00:00,10,17,7,13.1,100400,192,5.1,7,8.0,0,0,335,-369,0
2011-10-17 06:00:00+00:00,10,17,8,13.4,100300,204,5.7,7,8.1,9,37,347,-370,46
2011-10-17 07:00:00+00:00,10,17,9,14.3,100300,208,5.3,7,8.2,18,91,350,-375,109
2011-10-17 08:00:00+00:00,10,17,10,15.2,100200,207,6.6,5,8.4,135,135,343,-384,270
2011-10-17 09:00:00+00:00,10,17,11,16.9,100200,213,6.8,3,8.6,261,129,327,-395,390
2011-10-17 10:00:00+00:00,10,17,12,18.0,100100,211,7.6,3,8.6,200,184,320,-404,384
2011-10-17 11:00:00+00:00,10,17,13,18.7,100000,221,7.3,5,8.5,126,199,333,-411,325
2011-10-17 12:00:00+00:00,10,17,14,19.4,99900,224,6.8,6,8.6,88,176,351,-412,264
2011-10-17 13:00:00+00:00,10,17,15,19.8,99800,225,8.6,4,8.7,89,142,346,-411,231
2011-10-17 14:00:00+00:00,10,17,16,19.5,99800,219,6.6,5,8.6,49,96,337,-409,145
2011-10-17 15:00:00+00:00,10,17,17,18.5,99700,217,6.3,6,8.3,7,38,351,-404,45
2011-10-17 16:00:00+00:00,10,17,18,18.1,99700,218,6.2,6,8.0,0,0,356,-399,0
2011-10-17 17:00:00+00:00,10,17,19,17.7,99700,217,5.9,7,8.1,0,0,361,-396,0
2011-10-17 18:00:00+00:00,10,17,20,18.0,99600,222,5.5,8,8.3,0,0,371,-391,0
2011-10-17 19:00:00+00:00,10,17,21,17.9,99600,217,5.2,8,8.4,0,0,376,-380,0
2011-10-17 20:00:00+00:00,10,17,22,15.2,99600,262,6.2,8,9.0,0,0,371,-371,0
2011-10-17 21:00:00+00:00,10,17,23,13.1,99700,280,8.1,8,8.2,0,0,362,-364,0
2011-10-17 22:00:00+00:00,10,17,24,11.9,99900,264,5.4,6,7.0,0,0,344,-356,0
2011-10-17 23:00:00+00:00,10,18,1,11.2,99900,258,5.2,2,6.6,0,0,306,-348,0
2011-10-18 00:00:00+00:00,10,18,2,10.5,100000,243,5.2,0,6.3,0,0,269,-342,0
2011-10-18 01:00:00+00:00,10,18,3,10.2,100100,245,5.8,0,6.2,0,0,255,-339,0
2011-10-18 02:00:00+00:00,10,18,4,10.0,100200,233,5.2,1,6.0,0,0,259,-337,0
2011-10-18 03:00:00+00:00,10,18,5,9.8,100200,235,5.5,2,5.8,0,0,267,-335,0
2011-10-18 04:00:00+00:00,10,18,6,9.6,100200,235,5.6,5,5.7,0,0,284,-334,0
2011-10-18 05:00:00+00:00,10,18,7,10.3,100300,241,6.4,7,5.9,0,0,308,-332,0
2011-10-18 06:00:00+00:00,10,18,8,10.4,100400,270,6.3,8,6.0,0,17,321,-331,17
2011-10-18 07:00:00+00:00,10,18,9,9.2,100500,281,5.0,6,6.1,54,78,313,-333,132
2011-10-18 08:00:00+00:00,10,18,10,10.2,100700,294,7.0,5,6.0,200,70,298,-339,270
2011-10-18 09:00:00+00:00,10,18,11,10.6,100800,288,7.2,5,5.6,141,138,292,-347,279
2011-10-18 10:00:00+00:00,10,18,12,10.9,100900,281,7.6,4,5.1,74,173,285,-356,247
2011-10-18 11:00:00+00:00,10,18,13,10.6,101000,284,7.3,5,4.7,63,167,282,-362,230
2011-10-18 12:00:00+00:00,10,18,14,11.8,101100,278,7.0,3,4.5,146,130,276,-364,276
2011-10-18 13:00:00+00:00,10,18,15,10.8,101100,277,6.2,3,4.4,117,105,265,-364,222
2011-10-18 14:00:00+00:00,10,18,16,11.0,101200,286,4.7,3,4.3,41,79,264,-360,120
2011-10-18 15:00:00+00:00,10,18,17,10.5,101200,281,4.5,4,4.2,12,33,267,-352,45
2011-10-18 16:00:00+00:00,10,18,18,9.3,101200,285,3.2,5,4.4,0,0,273,-344,0
2011-10-18 17:00:00+00:00,10,18,19,8.5,101300,279,2.9,5,4.7,0,0,275,-337,0
2011-10-18 18:00:00+00:00,10,18,20,7.2,101400,263,2.6,4,4.6,0,0,267,-333,0
2011-10-18 19:00:00+00:00,10,18,21,6.8,101400,258,2.5,2,4.6,0,0,252,-331,0
2011-10-18 20:00:00+00:00,10,18,22,5.4,101400,261,2.6,1,4.5,0,0,235,-331,0
2011-10-18 21:00:00+00:00,10,18,23,5.0,101500,259,2.1,0,4.4,0,0,223,-328,0
2011-10-18 22:00:00+00:00,10,18,24,4.3,101500,264,2.1,0,4.4,0,0,218,-326,0
2011-10-18 23:00:00+00:00,10,19,1,4.1,101500,245,1.7,1,4.3,0,0,220,-326,0
2011-10-19 00:00:00+00:00,10,19,2,2.4,101500,234,1.5,1,4.1,0,0,221,-325,0
2011-10-19 01:00:00+00:00,10,19,3,2.5,101500,249,1.1,0,4.0,0,0,216,-323,0
2011-10-19 02:00:00+00:00,10,19,4,1.6,101500,257,1.8,0,4.0,0,0,212,-321,0
2011-10-19 03:00:00+00:00,10,19,5,2.1,101500,253,0.8,1,3.9,0,0,215,-320,0
2011-10-19 04:00:00+00:00,10,19,6,2.2,101500,311,0.6,1,4.1,0,0,220,-319,0
2011-10-19 05:00:00+00:00,10,19,7,1.5,101500,212,1.5,0,4.0,0,0,214,-318,0
2011-10-19 06:00:00+00:00,10,19,8,2.2,101500,240,1.2,0,4.0,38,34,210,-317,72
2011-10-19 07:00:00+00:00,10,19,9,4.7,101500,210,1.4,0,4.3,144,62,213,-321,206
2011-10-19 08:00:00+00:00,10,19,10,7.3,101600,184,1.9,0,4.6,253,72,218,-330,325
2011-10-19 09:00:00+00:00,10,19,11,8.9,101600,194,2.7,0,4.6,333,79,223,-341,412
2011-10-19 10:00:00+00:00,10,19,12,9.9,101500,197,2.6,0,4.6,366,83,226,-352,449
2011-10-19 11:00:00+00:00,10,19,13,10.9,101500,193,3.1,1,4.5,337,98,234,-361,435
2011-10-19 12:00:00+00:00,10,19,14,11.3,101400,208,2.9,1,4.1,300,92,241,-365,392
2011-10-19 13:00:00+00:00,10,19,15,11.6,101300,186,3.4,1,3.7,210,89,241,-365,299
2011-10-19 14:00:00+00:00,10,19,16,11.3,101200,195,3.6,0,3.7,97,76,237,-360,173
2011-10-19 15:00:00+00:00,10,19,17,10.3,101200,188,3.3,1,3.8,10,34,235,-352,44
2011-10-19 16:00:00+00:00,10,19,18,9.6,101200,177,2.3,2,4.1,0,0,245,-343,0
2011-10-19 17:00:00+00:00,10,19,19,9.0,101200,168,2.8,1,4.3,0,0,243,-336,0
2011-10-19 18:00:00+00:00,10,19,20,8.2,101200,171,2.4,1,4.4,0,0,234,-332,0
2011-10-19 19:00:00+00:00,10,19,21,7.5,101100,180,2.4,0,4.5,0,0,227,-330,0
2011-10-19 20:00:00+00:00,10,19,22,7.0,101100,189,3.3,0,4.5,0,0,219,-329,0
2011-10-19 21:00:00+00:00,10,19,23,6.3,101100,220,2.6,1,4.6,0,0,224,-330,0
2011-10-19 22:00:00+00:00,10,19,24,5.0,101100,219,2.0,1,4.5,0,0,228,-331,0
2011-10-19 23:00:00+00:00,10,20,1,4.6,101100,231,2.4,2,4.5,0,0,232,-334,0
2011-10-20 00:00:00+00:00,10,20,2,5.3,101000,240,3.1,3,4.6,0,0,243,-335,0
2011-10-20 01:00:00+00:00,10,20,3,6.1,101000,247,3.2,5,4.7,0,0,259,-336,0
2011-10-20 02:00:00+00:00,10,20,4,5.4,101000,240,3.5,6,4.7,0,0,273,-336,0
2011-10-20 03:00:00+00:00,10,20,5,5.7,101000,245,3.7,4,4.8,0,0,269,-336,0
2011-10-20 04:00:00+00:00,10,20,6,5.3,101000,244,3.4,3,4.8,0,0,256,-335,0
2011-10-20 05:00:00+00:00,10,20,7,5.2,101000,232,3.7,4,4.8,0,0,256,-332,0
2011-10-20 06:00:00+00:00,10,20,8,5.5,101000,237,4.1,6,4.8,27,34,273,-329,61
2011-10-20 07:00:00+00:00,10,20,9,7.0,101000,245,5.1,5,4.9,49,86,281,-329,135
2011-10-20 08:00:00+00:00,10,20,10,7.4,101000,246,5.1,7,5.0,1,90,289,-334,91
2011-10-20 09:00:00+00:00,10,20,11,7.5,101000,257,6.0,7,5.2,2,112,300,-342,114
2011-10-20 10:00:00+00:00,10,20,12,7.9,101000,265,5.7,6,5.3,0,105,297,-352,105
2011-10-20 11:00:00+00:00,10,20,13,8.7,101100,282,6.3,6,4.9,3,130,294,-356,133
2011-10-20 12:00:00+00:00,10,20,14,9.2,101100,273,5.9,7,4.6,3,117,297,-358,120
2011-10-20 13:00:00+00:00,10,20,15,10.2,101100,283,5.9,8,4.5,1,90,303,-359,91
2011-10-20 14:00:00+00:00,10,20,16,8.8,101200,294,6.2,5,4.4,18,83,294,-356,101
2011-10-20 15:00:00+00:00,10,20,17,8.3,101300,281,5.4,4,4.4,4,28,277,-352,32
2011-10-20 16:00:00+00:00,10,20,18,7.5,101300,268,4.2,2,4.5,0,0,266,-346,0
2011-10-20 17:00:00+00:00,10,20,19,6.4,101500,269,4.2,1,4.5,0,0,252,-340,0
2011-10-20 18:00:00+00:00,10,20,20,5.7,101600,262,4.0,0,4.5,0,0,241,-335,0
2011-10-20 19:00:00+00:00,10,20,21,5.6,101600,265,4.7,0,4.5,0,0,234,-332,0
2011-10-20 20:00:00+00:00,10,20,22,5.0,101700,270,4.3,0,4.4,0,0,229,-329,0
2011-10-20 21:00:00+00:00,10,20,23,4.8,101800,264,3.9,0,4.4,0,0,226,-326,0
2011-10-20 22:00:00+00:00,10,20,24,3.7,101800,249,3.6,0,4.3,0,0,224,-323,0
2011-10-20 23:00:00+00:00,10,21,1,3.2,101900,245,3.4,0,4.2,0,0,223,-322,0
2011-10-21 00:00:00+00:00,10,21,2,3.1,101900,258,3.1,0,4.1,0,0,223,-320,0
2011-10-21 01:00:00+00:00,10,21,3,2.5,101900,244,2.9,0,4.0,0,0,222,-319,0
2011-10-21 02:00:00+00:00,10,21,4,2.4,101900,223,2.6,0,4.0,0,0,220,-320,0
2011-10-21 03:00:00+00:00,10,21,5,2.7,101900,173,1.8,3,4.0,0,0,231,-322,0
2011-10-21 04:00:00+00:00,10,21,6,3.0,101900,192,2.4,5,4.0,0,0,252,-325,0
2011-10-21 05:00:00+00:00,10,21,7,3.9,101800,185,3.5,7,4.1,0,0,270,-329,0
2011-10-21 06:00:00+00:00,10,21,8,4.2,101800,182,3.5,8,4.3,12,39,287,-333,51
2011-10-21 07:00:00+00:00,10,21,9,5.0,101800,191,3.4,7,4.4,14,91,290,-336,105
2011-10-21 08:00:00+00:00,10,21,10,6.2,101800,183,3.9,7,4.6,8,121,287,-343,129
2011-10-21 09:00:00+00:00,10,21,11,7.4,101700,190,4.0,6,4.9,67,203,285,-353,270
2011-10-21 10:00:00+00:00,10,21,12,9.9,101700,197,5.6,5,5.3,136,240,279,-362,376
2011-10-21 11:00:00+00:00,10,21,13,11.7,101600,194,6.3,6,5.5,47,205,288,-369,252
2011-10-21 12:00:00+00:00,10,21,14,12.5,101400,197,6.4,8,5.5,0,84,314,-373,84
2011-10-21 13:00:00+00:00,10,21,15,12.4,101300,199,5.9,7,5.3,0,79,324,-375,79
2011-10-21 14:00:00+00:00,10,21,16,12.4,101200,195,5.7,7,5.1,0,43,319,-375,43
2011-10-21 15:00:00+00:00,10,21,17,12.1,101200,197,5.2,8,5.0,0,8,328,-372,8
2011-10-21 16:00:00+00:00,10,21,18,12.3,101100,200,4.4,8,5.0,0,0,335,-370,0
2011-10-21 17:00:00+00:00,10,21,19,12.6,101100,209,4.8,8,5.1,0,0,338,-368,0
2011-10-21 18:00:00+00:00,10,21,20,11.5,101100,213,4.6,8,5.5,0,0,341,-367,0
2011-10-21 19:00:00+00:00,10,21,21,11.0,101100,218,4.6,8,5.8,0,0,342,-366,0
2011-10-21 20:00:00+00:00,10,21,22,10.6,101100,220,4.7,8,6.1,0,0,342,-363,0
2011-10-21 21:00:00+00:00,10,21,23,10.6,101200,218,4.6,6,6.4,0,0,345,-360,0
2011-10-21 22:00:00+00:00,10,21,24,11.0,101200,213,4.5,5,6.6,0,0,342,-358,0
2011-10-21 23:00:00+00:00,10,22,1,11.3,100800,206,4.2,3,6.8,0,0,289,-366,0
2011-10-22 00:00:00+00:00,10,22,2,11.5,100700,198,4.0,1,7.0,0,0,291,-367,0
2011-10-22 01:00:00+00:00,10,22,3,11.6,100700,193,4.0,0,7.1,0,0,295,-368,0
2011-10-22 02:00:00+00:00,10,22,4,11.7,100600,192,4.2,1,7.2,0,0,294,-371,0
2011-10-22 03:00:00+00:00,10,22,5,11.9,100600,194,4.3,1,7.3,0,0,295,-371,0
2011-10-22 04:00:00+00:00,10,22,6,12.3,100500,190,5.0,2,7.5,0,0,303,-371,0
2011-10-22 05:00:00+00:00,10,22,7,12.5,100500,193,4.2,2,7.7,0,2,307,-371,2
2011-10-22 06:00:00+00:00,10,22,8,13.4,100500,190,5.2,2,7.9,34,28,308,-371,62
2011-10-22 07:00:00+00:00,10,22,9,15.6,100500,203,5.4,2,8.2,140,51,310,-373,191
2011-10-22 08:00:00+00:00,10,22,10,17.5,100500,214,5.9,2,8.7,252,58,317,-376,310
2011-10-22 09:00:00+00:00,10,22,11,19.2,100400,217,6.5,2,9.1,314,68,323,-381,382
