time,MM,DD,HH,temp_air,P,WR,wind_speed,N,x,dirhi,dhi,A,E,ghi
2011-02-08 09:00:00+00:00,2,8,11,-2.3,102800,143,4.0,0,1.5,224,79,194,-281,303
2011-02-08 10:00:00+00:00,2,8,12,-0.9,102800,144,3.6,0,1.6,273,91,197,-289,364
2011-02-08 11:00:00+00:00,2,8,13,0.3,102800,147,3.9,1,1.7,279,96,205,-296,375
2011-02-08 12:00:00+00:00,2,8,14,1.2,102800,142,3.9,1,1.7,253,93,212,-300,346
2011-02-08 13:00:00+00:00,2,8,15,1.9,102800,135,4.1,1,1.7,193,83,215,-303,276
2011-02-08 14:00:00+00:00,2,8,16,1.7,102700,139,3.8,1,1.7,107,64,216,-302,171
2011-02-08 15:00:00+00:00,2,8,17,0.6,102700,121,3.4,0,1.7,19,28,212,-299,47
2011-02-08 16:00:00+00:00,2,8,18,-0.3,102800,128,2.6,1,1.7,0,0,211,-294,0
2011-02-08 17:00:00+00:00,2,8,19,-0.2,102800,143,2.9,2,1.7,0,0,218,-290,0
2011-02-08 18:00:00+00:00,2,8,20,-0.2,102800,142,2.9,3,1.7,0,0,228,-289,0
2011-02-08 19:00:00+00:00,2,8,21,-1.3,102800,156,2.4,5,1.8,0,0,238,-288,0
2011-02-08 20:00:00+00:00,2,8,22,-1.1,102800,160,3.0,4,1.9,0,0,243,-288,0
2011-02-08 21:00:00+00:00,2,8,23,-0.9,102800,163,3.2,5,2.1,0,0,245,-289,0
2011-02-08 22:00:00+00:00,2,8,24,-1.1,102800,181,3.0,6,2.3,0,0,254,-290,0
2011-02-08 23:00:00+00:00,2,9,1,-1.1,102800,150,2.9,6,2.2,0,0,257,-290,0
2011-02-09 00:00:00+00:00,2,9,2,-1.7,102800,145,2.8,7,2.2,0,0,260,-290,0
2011-02-09 01:00:00+00:00,2,9,3,-1.6,102800,154,2.5,8,2.2,0,0,268,-290,0
2011-02-09 02:00:00+00:00,2,9,4,-1.4,102800,155,2.2,8,2.2,0,0,272,-290,0
2011-02-09 03:00:00+00:00,2,9,5,-1.5,102800,156,2.4,8,2.2,0,0,272,-290,0
2011-02-09 04:00:00+00:00,2,9,6,-1.5,102800,173,2.1,7,2.3,0,0,269,-290,0
2011-02-09 05:00:00+00:00,2,9,7,-1.2,102800,179,2.4,8,2.2,0,0,271,-290,0
2011-02-09 06:00:00+00:00,2,9,8,-1.3,102800,169,2.6,8,2.2,0,0,275,-289,0
2011-02-09 07:00:00+00:00,2,9,9,-1.6,102800,161,3.1,7,2.2,26,37,270,-290,63
2011-02-09 08:00:00+00:00,2,9,10,-1.4,102800,173,3.0,1,2.2,105,89,244,-295,194
2011-02-09 09:00:00+00:00,2,9,11,-0.4,102800,176,3.1,0,2.2,177,124,220,-302,301
2011-02-09 10:00:00+00:00,2,9,12,0.8,102800,162,3.4,0,2.3,224,144,219,-309,368
2011-02-09 11:00:00+00:00,2,9,13,1.9,102700,167,3.5,0,2.4,238,150,221,-314,388
2011-02-09 12:00:00+00:00,2,9,14,2.7,102700,171,3.6,0,2.5,220,141,224,-317,361
2011-02-09 13:00:00+00:00,2,9,15,3.4,102600,190,3.5,0,2.5,163,120,227,-319,283
2011-02-09 14:00:00+00:00,2,9,16,3.3,102600,180,3.6,2,2.7,74,87,237,-319,161
2011-02-09 15:00:00+00:00,2,9,17,3.2,102600,193,3.1,7,2.9,0,24,264,-317,24
2011-02-09 16:00:00+00:00,2,9,18,1.9,102600,170,3.7,8,3.3,0,0,286,-316,0
2011-02-09 17:00:00+00:00,2,9,19,2.2,102500,176,3.6,7,3.6,0,0,287,-314,0
2011-02-09 18:00:00+00:00,2,9,20,2.4,102500,195,3.3,7,3.7,0,0,283,-312,0
2011-02-09 19:00:00+00:00,2,9,21,2.3,102500,198,3.3,8,3.7,0,0,288,-310,0
2011-02-09 20:00:00+00:00,2,9,22,2.5,102500,206,3.3,7,3.7,0,0,289,-309,0
2011-02-09 21:00:00+00:00,2,9,23,2.6,102500,200,3.5,7,3.8,0,0,285,-308,0
2011-02-09 22:00:00+00:00,2,9,24,2.7,102400,199,3.5,7,3.8,0,0,286,-307,0
2011-02-09 23:00:00+00:00,2,10,1,2.4,102400,202,3.9,7,3.8,0,0,285,-306,0
2011-02-10 00:00:00+00:00,2,10,2,2.5,102300,202,3.7,7,3.8,0,0,285,-305,0
2011-02-10 01:00:00+00:00,2,10,3,3.0,102300,206,4.2,8,3.8,0,0,290,-305,0
2011-02-10 02:00:00+00:00,2,10,4,3.3,102300,201,4.2,8,3.8,0,0,294,-306,0
2011-02-10 03:00:00+00:00,2,10,5,3.0,102200,189,4.9,8,3.8,0,0,295,-307,0
2011-02-10 04:00:00+00:00,2,10,6,3.0,102100,194,5.2,8,3.8,0,0,295,-309,0
2011-02-10 05:00:00+00:00,2,10,7,3.3,102100,196,5.0,8,3.7,0,0,298,-311,0
2011-02-10 06:00:00+00:00,2,10,8,3.6,102000,198,4.5,8,3.8,0,0,301,-312,0
2011-02-10 07:00:00+00:00,2,10,9,4.1,102000,198,5.2,8,3.9,0,27,304,-314,27
2011-02-10 08:00:00+00:00,2,10,10,4.7,101900,206,5.6,7,3.9,0,57,304,-315,57
2011-02-10 09:00:00+00:00,2,10,11,5.4,101900,204,5.9,8,4.1,0,57,308,-316,57
2011-02-10 10:00:00+00:00,2,10,12,5.2,101800,212,6.3,8,4.3,0,54,315,-321,54
2011-02-10 11:00:00+00:00,2,10,13,5.3,101700,219,7.5,8,4.7,0,58,317,-325,58
2011-02-10 12:00:00+00:00,2,10,14,5.1,101700,216,7.2,8,4.9,0,48,319,-327,48
2011-02-10 13:00:00+00:00,2,10,15,5.1,101600,224,7.4,8,5.0,0,46,320,-327,46
2011-02-10 14:00:00+00:00,2,10,16,4.9,101500,214,7.1,7,4.9,0,35,318,-328,35
2011-02-10 15:00:00+00:00,2,10,17,4.9,101400,219,6.5,7,4.9,0,18,314,-329,18
2011-02-10 16:00:00+00:00,2,10,18,5.1,101400,226,5.8,7,4.9,0,0,314,-329,0
2011-02-10 17:00:00+00:00,2,10,19,5.2,101400,224,5.9,8,5.0,0,0,320,-330,0
2011-02-10 18:00:00+00:00,2,10,20,5.5,101400,226,5.9,8,5.1,0,0,327,-330,0
2011-02-10 19:00:00+00:00,2,10,21,5.6,101300,225,5.7,7,5.2,0,0,319,-330,0
2011-02-10 20:00:00+00:00,2,10,22,5.5,101300,238,5.9,8,5.3,0,0,318,-330,0
2011-02-10 21:00:00+00:00,2,10,23,5.5,101300,274,4.6,7,5.4,0,0,317,-329,0
2011-02-10 22:00:00+00:00,2,10,24,5.3,101300,280,4.8,7,5.2,0,0,308,-329,0
2011-02-10 23:00:00+00:00,2,11,1,4.4,101400,268,4.3,7,5.0,0,0,306,-329,0
2011-02-11 00:00:00+00:00,2,11,2,3.5,101400,255,4.1,6,4.7,0,0,296,-328,0
2011-02-11 01:00:00+00:00,2,11,3,3.5,101400,260,4.4,7,4.6,0,0,295,-328,0
2011-02-11 02:00:00+00:00,2,11,4,3.4,101500,251,4.5,7,4.5,0,0,303,-326,0
2011-02-11 03:00:00+00:00,2,11,5,3.3,101400,257,4.8,7,4.4,0,0,302,-323,0
2011-02-11 04:00:00+00:00,2,11,6,2.9,101400,235,4.0,7,4.4,0,0,301,-319,0
2011-02-11 05:00:00+00:00,2,11,7,3.0,101400,243,4.3,7,4.4,0,0,300,-316,0
2011-02-11 06:00:00+00:00,2,11,8,2.9,101400,253,4.1,7,4.4,0,1,301,-316,1
2011-02-11 07:00:00+00:00,2,11,9,3.0,101500,249,4.4,6,4.3,30,37,295,-315,67
2011-02-11 08:00:00+00:00,2,11,10,4.3,101500,261,4.6,2,4.4,124,85,265,-315,209
2011-02-11 09:00:00+00:00,2,11,11,5.2,101500,269,4.8,2,4.5,169,116,242,-316,285
2011-02-11 10:00:00+00:00,2,11,12,6.3,101500,277,4.6,2,4.5,231,134,243,-322,365
2011-02-11 11:00:00+00:00,2,11,13,6.4,101500,285,5.0,4,4.3,182,157,256,-330,339
2011-02-11 12:00:00+00:00,2,11,14,6.8,101500,279,5.1,6,4.3,108,177,283,-335,285
2011-02-11 13:00:00+00:00,2,11,15,6.5,101500,285,4.9,4,4.2,110,136,280,-336,246
2011-02-11 14:00:00+00:00,2,11,16,6.3,101500,290,3.7,3,4.0,94,83,255,-333,177
2011-02-11 15:00:00+00:00,2,11,17,4.9,101500,298,2.9,4,3.9,20,35,251,-325,55
2011-02-11 16:00:00+00:00,2,11,18,3.4,101500,262,2.4,5,3.9,0,1,259,-318,1
2011-02-11 17:00:00+00:00,2,11,19,2.7,101500,271,2.3,6,3.9,0,0,266,-316,0
2011-02-11 18:00:00+00:00,2,11,20,1.6,101500,273,2.0,6,3.9,0,0,268,-315,0
2011-02-11 19:00:00+00:00,2,11,21,1.8,101500,275,1.7,7,3.8,0,0,274,-314,0
2011-02-11 20:00:00+00:00,2,11,22,1.6,101500,326,0.5,6,3.8,0,0,276,-313,0
2011-02-11 21:00:00+00:00,2,11,23,0.2,101500,228,0.7,5,3.7,0,0,264,-313,0
2011-02-11 22:00:00+00:00,2,11,24,-0.3,101400,171,1.2,4,3.5,0,0,249,-313,0
2011-02-11 23:00:00+00:00,2,12,1,-0.5,101400,149,1.5,3,3.5,0,0,234,-312,0
2011-02-12 00:00:00+00:00,2,12,2,-0.3,101300,143,1.6,5,3.5,0,0,234,-312,0
2011-02-12 01:00:00+00:00,2,12,3,0.9,101200,137,2.2,7,3.6,0,0,258,-312,0
2011-02-12 02:00:00+00:00,2,12,4,1.9,101100,126,3.2,7,3.8,0,0,276,-312,0
2011-02-12 03:00:00+00:00,2,12,5,2.3,100900,127,3.8,8,3.7,0,0,291,-313,0
2011-02-12 04:00:00+00:00,2,12,6,2.5,100800,132,3.7,8,3.6,0,0,305,-314,0
2011-02-12 05:00:00+00:00,2,12,7,2.2,100600,133,3.8,8,3.8,0,0,309,-315,0
2011-02-12 06:00:00+00:00,2,12,8,2.1,100400,140,3.9,8,4.0,0,0,312,-316,0
2011-02-12 07:00:00+00:00,2,12,9,2.2,100200,152,4.4,8,4.1,0,13,314,-316,13
2011-02-12 08:00:00+00:00,2,12,10,2.4,100100,144,4.8,8,4.3,0,47,318,-317,47
2011-02-12 09:00:00+00:00,2,12,11,3.3,99800,156,5.3,8,4.6,0,49,322,-319,49
2011-02-12 10:00:00+00:00,2,12,12,4.2,99500,158,5.3,8,4.9,0,45,327,-322,45
2011-02-12 11:00:00+00:00,2,12,13,4.7,99200,163,5.4,8,5.2,0,39,332,-325,39
2011-02-12 12:00:00+00:00,2,12,14,6.0,98900,171,5.6,8,5.5,0,33,336,-330,33
2011-02-12 13:00:00+00:00,2,12,15,7.3,98600,199,6.7,8,6.1,0,29,341,-340,29
2011-02-12 14:00:00+00:00,2,12,16,8.9,98300,212,6.8,8,6.7,0,22,346,-348,22
2011-02-12 15:00:00+00:00,2,12,17,10.5,98200,240,8.0,8,7.3,0,12,352,-350,12
2011-02-12 16:00:00+00:00,2,12,18,10.1,98100,234,6.9,7,7.2,0,0,348,-351,0
2011-02-12 17:00:00+00:00,2,12,19,9.8,98000,262,9.9,7,6.7,0,0,339,-350,0
2011-02-12 18:00:00+00:00,2,12,20,8.0,97900,268,9.3,7,5.7,0,0,332,-346,0
2011-02-12 19:00:00+00:00,2,12,21,6.8,98000,262,12.2,8,4.6,0,0,329,-340,0
2011-02-12 20:00:00+00:00,2,12,22,6.0,98000,265,13.0,7,4.1,0,0,323,-331,0
2011-02-12 21:00:00+00:00,2,12,23,5.5,98000,267,12.2,7,3.9,0,0,312,-325,0
2011-02-12 22:00:00+00:00,2,12,24,4.9,98000,259,11.5,7,3.6,0,0,308,-323,0
2011-02-12 23:00:00+00:00,2,13,1,4.4,98000,264,11.2,6,3.6,0,0,299,-321,0
2011-02-13 00:00:00+00:00,2,13,2,4.1,98000,261,12.0,8,3.6,0,0,302,-319,0
2011-02-13 01:00:00+00:00,2,13,3,3.3,98100,264,10.4,8,3.7,0,0,310,-317,0
2011-02-13 02:00:00+00:00,2,13,4,3.1,98100,265,10.8,7,4.0,0,0,303,-316,0
2011-02-13 03:00:00+00:00,2,13,5,3.4,98100,261,9.2,7,4.1,0,0,297,-316,0
2011-02-13 04:00:00+00:00,2,13,6,3.1,98100,251,9.4,8,4.2,0,0,301,-316,0
2011-02-13 05:00:00+00:00,2,13,7,3.2,98000,269,8.6,7,4.3,0,0,299,-316,0
2011-02-13 06:00:00+00:00,2,13,8,3.0,98000,245,7.3,8,4.5,0,1,298,-317,1
2011-02-13 07:00:00+00:00,2,13,9,3.5,98000,259,9.4,8,4.5,0,16,303,-317,16
2011-02-13 08:00:00+00:00,2,13,10,3.1,97900,303,8.8,8,4.4,0,48,302,-316,48
2011-02-13 09:00:00+00:00,2,13,11,2.3,98000,271,8.0,8,4.3,0,61,298,-316,61
2011-02-13 10:00:00+00:00,2,13,12,2.5,98000,268,8.5,8,4.3,0,64,294,-316,64
2011-02-13 11:00:00+00:00,2,13,13,3.1,98000,262,8.3,8,4.3,0,54,294,-316,54
2011-02-13 12:00:00+00:00,2,13,14,3.1,98000,245,7.1,8,4.3,0,39,294,-319,39
2011-02-13 13:00:00+00:00,2,13,15,1.0,98000,276,5.8,8,4.1,0,65,288,-321,65
2011-02-13 14:00:00+00:00,2,13,16,1.9,98000,280,6.0,7,3.9,15,82,277,-320,97
2011-02-13 15:00:00+00:00,2,13,17,2.3,98100,277,5.4,8,3.8,0,22,277,-319,22
2011-02-13 16:00:00+00:00,2,13,18,2.1,98100,281,5.4,8,3.8,0,0,281,-317,0
2011-02-13 17:00:00+00:00,2,13,19,1.4,98100,284,5.9,8,3.8,0,0,280,-316,0
2011-02-13 18:00:00+00:00,2,13,20,1.0,98200,277,6.2,8,3.7,0,0,280,-315,0
2011-02-13 19:00:00+00:00,2,13,21,0.6,98200,277,6.4,7,3.7,0,0,274,-314,0
2011-02-13 20:00:00+00:00,2,13,22,0.6,98200,275,6.4,8,3.8,0,0,275,-314,0
2011-02-13 21:00:00+00:00,2,13,23,0.4,98300,287,6.6,8,3.8,0,0,283,-314,0
2011-02-13 22:00:00+00:00,2,13,24,0.5,98300,294,5.6,7,3.7,0,0,276,-314,0
2011-02-13 23:00:00+00:00,2,14,1,0.2,98400,287,6.3,8,3.7,0,0,280,-314,0
2011-02-14 00:00:00+00:00,2,14,2,0.0,98400,289,6.0,8,3.7,0,0,289,-314,0
2011-02-14 01:00:00+00:00,2,14,3,-0.1,98500,306,6.9,8,3.8,0,0,289,-314,0
2011-02-14 02:00:00+00:00,2,14,4,-0.2,98500,298,6.7,8,3.7,0,0,288,-314,0
2011-02-14 03:00:00+00:00,2,14,5,-0.4,98600,295,6.7,8,3.6,0,0,286,-313,0
2011-02-14 04:00:00+00:00,2,14,6,-0.6,98700,303,6.1,8,3.6,0,0,286,-312,0
2011-02-14 05:00:00+00:00,2,14,7,-0.5,98700,290,5.9,8,3.6,0,0,285,-312,0
2011-02-14 06:00:00+00:00,2,14,8,-0.5,98800,291,6.2,8,3.5,0,5,285,-312,5
2011-02-14 07:00:00+00:00,2,14,9,-0.5,98900,299,6.4,8,3.4,7,48,284,-311,55
2011-02-14 08:00:00+00:00,2,14,10,-0.6,98900,298,6.2,8,3.4,0,75,284,-312,75
2011-02-14 09:00:00+00:00,2,14,11,-0.2,99000,302,6.3,8,3.4,0,81,283,-313,81
2011-02-14 10:00:00+00:00,2,14,12,0.2,99100,290,6.9,8,3.4,0,77,284,-314,77
2011-02-14 11:00:00+00:00,2,14,13,-0.1,99200,283,6.9,8,3.3,0,69,286,-315,69
2011-02-14 12:00:00+00:00,2,14,14,-0.1,99200,282,7.4,8,3.3,0,61,287,-315,61
2011-02-14 13:00:00+00:00,2,14,15,0.0,99200,283,6.3,8,3.2,0,54,286,-315,54
2011-02-14 14:00:00+00:00,2,14,16,0.0,99300,289,6.8,8,3.1,0,25,285,-315,25
2011-02-14 15:00:00+00:00,2,14,17,0.1,99300,294,6.2,8,3.1,0,25,285,-315,25
2011-02-14 16:00:00+00:00,2,14,18,-0.2,99400,298,5.9,6,3.0,0,0,272,-314,0
2011-02-14 17:00:00+00:00,2,14,19,-0.5,99400,292,4.9,6,3.0,0,0,258,-311,0
2011-02-14 18:00:00+00:00,2,14,20,-0.4,99500,292,5.1,7,3.0,0,0,262,-309,0
2011-02-14 19:00:00+00:00,2,14,21,-0.3,99500,294,5.3,6,3.0,0,0,261,-307,0
2011-02-14 20:00:00+00:00,2,14,22,-0.3,99600,290,5.3,7,3.1,0,0,261,-305,0
2011-02-14 21:00:00+00:00,2,14,23,-0.3,99600,283,4.9,8,3.2,0,0,270,-304,0
2011-02-14 22:00:00+00:00,2,14,24,-0.2,99600,284,5.2,8,3.3,0,0,274,-304,0
2011-02-14 23:00:00+00:00,2,15,1,-0.4,99700,282,4.9,8,3.4,0,0,275,-305,0
2011-02-15 00:00:00+00:00,2,15,2,-0.2,99700,292,4.8,8,3.5,0,0,276,-305,0
2011-02-15 01:00:00+00:00,2,15,3,0.3,99700,298,3.9,7,3.7,0,0,274,-306,0
2011-02-15 02:00:00+00:00,2,15,4,0.8,99800,319,4.3,7,3.8,0,0,271,-306,0
2011-02-15 03:00:00+00:00,2,15,5,0.8,99800,352,4.6,8,3.8,0,0,277,-306,0
2011-02-15 04:00:00+00:00,2,15,6,0.8,99900,23,5.8,8,3.7,0,0,281,-306,0
2011-02-15 05:00:00+00:00,2,15,7,0.7,99900,36,6.2,8,3.7,0,0,281,-306,0
2011-02-15 06:00:00+00:00,2,15,8,1.0,100100,35,7.2,8,3.7,0,4,283,-307,4
2011-02-15 07:00:00+00:00,2,15,9,0.9,100200,32,6.3,8,3.7,7,35,285,-307,42
2011-02-15 08:00:00+00:00,2,15,10,0.6,100400,27,5.8,8,3.6,0,61,287,-309,61
2011-02-15 09:00:00+00:00,2,15,11,0.5,100500,35,5.2,8,3.6,0,57,289,-311,57
2011-02-15 10:00:00+00:00,2,15,12,0.5,100600,31,5.5,8,3.6,0,47,291,-313,47
2011-02-15 11:00:00+00:00,2,15,13,0.3,100700,30,6.0,8,3.5,0,50,292,-314,50
2011-02-15 12:00:00+00:00,2,15,14,0.6,100700,27,5.2,8,3.4,0,46,292,-315,46
2011-02-15 13:00:00+00:00,2,15,15,0.8,100800,34,4.4,7,3.3,0,42,287,-315,42
2011-02-15 14:00:00+00:00,2,15,16,0.3,100900,29,5.3,8,3.4,0,32,286,-315,32
2011-02-15 15:00:00+00:00,2,15,17,0.6,101000,24,4.9,8,3.2,0,31,290,-315,31
2011-02-15 16:00:00+00:00,2,15,18,0.6,101000,23,4.7,7,3.0,0,0,282,-315,0
2011-02-15 17:00:00+00:00,2,15,19,0.4,101100,18,5.2,7,3.0,0,0,275,-316,0
2011-02-15 18:00:00+00:00,2,15,20,0.1,101200,11,5.4,7,3.0,0,0,275,-315,0
2011-02-15 19:00:00+00:00,2,15,21,-0.2,101300,16,5.0,7,3.1,0,0,275,-314,0
2011-02-15 20:00:00+00:00,2,15,22,-0.4,101400,14,4.2,7,3.1,0,0,277,-312,0
2011-02-15 21:00:00+00:00,2,15,23,-0.3,101400,20,4.2,8,3.1,0,0,284,-309,0
2011-02-15 22:00:00+00:00,2,15,24,0.0,101400,18,4.8,8,3.1,0,0,291,-308,0
2011-02-15 23:00:00+00:00,2,16,1,0.1,101500,23,4.7,8,3.2,0,0,294,-310,0
2011-02-16 00:00:00+00:00,2,16,2,0.3,101500,9,5.1,8,3.3,0,0,297,-312,0
2011-02-16 01:00:00+00:00,2,16,3,0.3,101500,14,4.9,8,3.2,0,0,297,-313,0
2011-02-16 02:00:00+00:00,2,16,4,0.2,101500,15,5.1,8,3.0,0,0,297,-314,0
2011-02-16 03:00:00+00:00,2,16,5,0.2,101400,15,4.6,8,3.0,0,0,297,-314,0
2011-02-16 04:00:00+00:00,2,16,6,0.3,101500,9,5.5,8,3.0,0,0,297,-314,0
2011-02-16 05:00:00+00:00,2,16,7,0.3,101500,16,6.1,7,2.9,0,0,291,-313,0
2011-02-16 06:00:00+00:00,2,16,8,0.5,101400,21,5.6,7,2.9,1,10,286,-313,11
2011-02-16 07:00:00+00:00,2,16,9,0.5,101500,20,6.6,7,2.9,36,56,285,-313,92
2011-02-16 08:00:00+00:00,2,16,10,0.9,101500,26,6.5,6,2.9,11,104,281,-314,115
2011-02-16 09:00:00+00:00,2,16,11,0.8,101500,22,7.8,7,2.9,0,79,282,-315,79
2011-02-16 10:00:00+00:00,2,16,12,0.8,101500,15,7.7,7,2.9,0,99,289,-316,99
2011-02-16 11:00:00+00:00,2,16,13,1.2,101500,15,6.7,6,3.0,7,162,283,-316,169
2011-02-16 12:00:00+00:00,2,16,14,1.7,101400,18,6.2,4,2.9,57,193,264,-316,250
2011-02-16 13:00:00+00:00,2,16,15,1.7,101400,19,5.4,6,2.9,7,127,265,-316,134
2011-02-16 14:00:00+00:00,2,16,16,1.2,101500,27,6.0,8,3.0,0,32,289,-316,32
2011-02-16 15:00:00+00:00,2,16,17,0.9,101500,25,5.5,7,3.0,0,10,294,-316,10
2011-02-16 16:00:00+00:00,2,16,18,0.9,101600,26,5.3,7,3.0,0,0,287,-315,0
2011-02-16 17:00:00+00:00,2,16,19,0.9,101600,26,5.0,8,3.0,0,0,293,-314,0
2011-02-16 18:00:00+00:00,2,16,20,0.8,101600,30,4.5,8,3.1,0,0,299,-314,0
2011-02-16 19:00:00+00:00,2,16,21,0.5,101700,13,4.1,8,3.2,0,0,299,-314,0
2011-02-16 20:00:00+00:00,2,16,22,0.0,101700,9,3.7,8,3.2,0,0,300,-313,0
2011-02-16 21:00:00+00:00,2,16,23,0.2,101700,356,3.3,8,3.3,0,0,300,-313,0
2011-02-16 22:00:00+00:00,2,16,24,0.1,101700,354,3.4,8,3.3,0,0,302,-313,0
2011-02-16 23:00:00+00:00,2,17,1,-0.1,101700,344,3.1,8,3.3,0,0,302,-313,0
2011-02-17 00:00:00+00:00,2,17,2,0.0,101800,344,3.8,8,3.2,0,0,302,-313,0
2011-02-17 01:00:00+00:00,2,17,3,-0.1,101800,344,4.1,7,3.2,0,0,296,-313,0
2011-02-17 02:00:00+00:00,2,17,4,0.0,101800,342,3.7,8,3.2,0,0,295,-312,0
2011-02-17 03:00:00+00:00,2,17,5,-0.1,101800,342,4.0,8,3.2,0,0,301,-312,0
2011-02-17 04:00:00+00:00,2,17,6,-0.3,101800,346,3.5,8,3.2,0,0,299,-311,0
2011-02-17 05:00:00+00:00,2,17,7,-0.4,101800,338,3.8,8,3.1,0,0,297,-311,0
2011-02-17 06:00:00+00:00,2,17,8,-0.4,101900,336,4.0,8,3.1,0,8,295,-310,8
2011-02-17 07:00:00+00:00,2,17,9,-0.5,101900,345,4.3,8,3.1,31,43,292,-309,74
2011-02-17 08:00:00+00:00,2,17,10,-0.5,101900,344,4.8,7,3.0,33,103,284,-309,136
2011-02-17 09:00:00+00:00,2,17,11,-0.3,102000,348,4.4,7,2.9,11,129,277,-310,140
2011-02-17 10:00:00+00:00,2,17,12,0.1,102000,344,4.6,8,2.8,0,112,283,-312,112
2011-02-17 11:00:00+00:00,2,17,13,-0.1,102000,341,4.3,8,2.8,0,90,288,-313,90
2011-02-17 12:00:00+00:00,2,17,14,-0.4,102000,340,4.2,7,2.7,0,98,280,-315,98
2011-02-17 13:00:00+00:00,2,17,15,-0.5,102000,336,3.8,7,2.6,0,99,272,-315,99
2011-02-17 14:00:00+00:00,2,17,16,-0.8,102000,350,3.8,7,2.6,0,67,273,-315,67
2011-02-17 15:00:00+00:00,2,17,17,-1.0,102000,340,3.5,7,2.7,1,36,273,-313,37
2011-02-17 16:00:00+00:00,2,17,18,-1.5,102000,332,3.6,7,2.6,0,1,271,-311,1
2011-02-17 17:00:00+00:00,2,17,19,-1.8,102000,334,3.1,7,2.6,0,0,269,-310,0
2011-02-17 18:00:00+00:00,2,17,20,-1.8,102000,334,3.2,7,2.6,0,0,268,-309,0
2011-02-17 19:00:00+00:00,2,17,21,-2.0,102100,332,3.0,7,2.6,0,0,273,-307,0
2011-02-17 20:00:00+00:00,2,17,22,-2.1,102100,326,2.9,7,2.5,0,0,267,-306,0
2011-02-17 21:00:00+00:00,2,17,23,-2.1,102100,290,2.8,7,2.5,0,0,261,-305,0
2011-02-17 22:00:00+00:00,2,17,24,-2.1,102100,243,2.8,7,2.6,0,0,261,-304,0
2011-02-17 23:00:00+00:00,2,18,1,-1.9,99400,188,2.9,7,2.7,0,0,278,-282,0
2011-02-18 00:00:00+00:00,2,18,2,-1.7,99400,147,2.9,7,2.8,0,0,270,-284,0
2011-02-18 01:00:00+00:00,2,18,3,-1.4,99400,116,3.0,8,2.9,0,0,280,-286,0
2011-02-18 02:00:00+00:00,2,18,4,-1.2,99400,116,2.9,8,3.0,0,0,291,-288,0
2011-02-18 03:00:00+00:00,2,18,5,-1.1,99300,114,2.8,8,3.0,0,0,294,-291,0
2011-02-18 04:00:00+00:00,2,18,6,-1.0,99300,118,2.7,8,3.1,0,0,295,-293,0
2011-02-18 05:00:00+00:00,2,18,7,-0.7,99300,106,2.7,8,3.1,0,0,297,-295,0
2011-02-18 06:00:00+00:00,2,18,8,-0.6,99300,131,3.6,8,3.2,0,6,299,-297,6
2011-02-18 07:00:00+00:00,2,18,9,-0.4,99300,152,3.5,7,3.2,2,47,294,-300,49
2011-02-18 08:00:00+00:00,2,18,10,0.2,99300,148,3.4,8,3.2,0,79,295,-304,79
2011-02-18 09:00:00+00:00,2,18,11,1.4,99300,158,2.6,6,3.3,40,186,292,-308,226
2011-02-18 10:00:00+00:00,2,18,12,2.9,99300,171,2.9,6,3.4,75,230,286,-313,305
2011-02-18 11:00:00+00:00,2,18,13,3.6,99300,160,2.5,7,3.5,27,212,295,-316,239
2011-02-18 12:00:00+00:00,2,18,14,3.9,99300,172,3.3,8,3.5,0,84,306,-316,84
2011-02-18 13:00:00+00:00,2,18,15,4.3,99300,203,2.7,8,3.6,0,54,312,-316,54
2011-02-18 14:00:00+00:00,2,18,16,4.4,99300,218,2.6,8,3.6,0,54,313,-316,54
2011-02-18 15:00:00+00:00,2,18,17,4.3,99300,225,2.2,8,3.8,4,49,315,-316,53
2011-02-18 16:00:00+00:00,2,18,18,4.1,99300,229,2.3,8,4.0,0,0,315,-316,0
2011-02-18 17:00:00+00:00,2,18,19,3.8,99400,235,2.5,8,4.2,0,0,316,-316,0
2011-02-18 18:00:00+00:00,2,18,20,3.7,99400,236,2.8,8,4.2,0,0,315,-316,0
2011-02-18 19:00:00+00:00,2,18,21,3.3,99500,267,2.2,8,4.1,0,0,316,-316,0
2011-02-18 20:00:00+00:00,2,18,22,3.3,99500,216,2.3,7,4.1,0,0,310,-315,0
2011-02-18 21:00:00+00:00,2,18,23,3.3,99600,201,2.4,6,4.1,0,0,300,-311,0
2011-02-18 22:00:00+00:00,2,18,24,2.4,99600,195,2.0,7,4.0,0,0,298,-304,0
2011-02-18 23:00:00+00:00,2,19,1,2.1,99600,194,2.8,3,4.0,0,0,278,-299,0
2011-02-19 00:00:00+00:00,2,19,2,1.5,99600,182,2.6,0,3.9,0,0,233,-297,0
2011-02-19 01:00:00+00:00,2,19,3,1.4,99600,184,2.9,0,3.8,0,0,205,-295,0
2011-02-19 02:00:00+00:00,2,19,4,0.7,99600,186,2.5,1,3.7,0,0,202,-294,0
2011-02-19 03:00:00+00:00,2,19,5,0.5,99500,160,2.5,1,3.7,0,0,196,-292,0
2011-02-19 04:00:00+00:00,2,19,6,0.2,99500,162,2.9,1,3.7,0,0,182,-290,0
2011-02-19 05:00:00+00:00,2,19,7,0.1,99400,160,2.8,5,3.7,0,0,196,-289,0
